"Star","rs"
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { <http://dbpedia.org/resource/Shortsville,_New_York>
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",5
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Natalie_Ni_Shi
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",25
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Paul_Gross
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",37
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Janda_Pai_Kapiraju
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",16
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:The_Hunting_of_the_Snark
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",37
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Sarke_Studio_LLC
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",4
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Bob_Bekian
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",11
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Nickola_Shreli
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",21
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:List_of_Kannada_films_of_2015
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",8
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:David_Lindsay-Abaire
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",21
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Ishq_Click
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",10
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Jacinta_John
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",28
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Seth_Gandrud
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",12
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:B._P._Paquette
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",16
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Mountain_Cry
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",17
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Jake_La_Botz
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",15
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Neer_Dose
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",10
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Scouting_in_popular_culture
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",5
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Courier_Boy_Kalyan
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",12
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Kentwell_Hall
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",12
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { <http://dbpedia.org/resource/Molly_Moon's_Incredible_Book_of_Hypnotism>
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",11
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Rob_Zabrecky
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",19
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:The_Other_Barrio
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",4
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Empire_of_Lust
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",5
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Nannbenda
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",17
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Demonte_Colony
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",21
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?hotel ?address ?location ?numberOfRooms ?chain
WHERE
  { ?location  rdf:type             dbpo:Place .
    ?hotel    dbprop:chain          ?chain ;
              dbprop:chain          :Fairmont_Hotels_and_Resorts ;
              dbprop:numberOfRooms  ?numberOfRooms ;
              dbprop:location       ?location ;
              dbprop:address        ?address
  }
",21
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Rudra_Tandava
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",20
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:The_Girl_Is_in_Trouble
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",10
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Rajathandhiram
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",18
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Monster_Hunt
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",22
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Andrew_Sugerman
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",13
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:6_Years  dct:subject  ?o .
    ?o        skos:broader  ?o1
  }
",29
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Ettuthikkum_Madhayaanai
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",13
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:A_Year_and_Change
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",16
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Krysta_Rodriguez
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",17
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Finding_Dory
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",51
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Miss_You_Already
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",44
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Albert_Spalding
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",42
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { <http://dbpedia.org/resource/The_Hunger_Games:_Mockingjay_–_Part_2>
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",78
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Teo_Halm
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",15
"PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  *
WHERE
  { dbpr:Brazil  ?p1  ?r2 .
    ?r2       ?p2  ?r3 .
    ?r3       ?p3  ?r4 .
    dbpr:Brazil  ?p1  ?r6 .
    ?r6       ?p2  ?r7 .
    ?r7       ?p3  ?r8
  }
",3537708
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:List_of_zombie_short_films_and_undead-related_projects
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",6
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Sardaar_Ji
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",15
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Walt_Before_Mickey
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",49
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Barb_Morrison
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",20
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Tim_Conway
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",47
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Raja_Rajendra
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",18
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Jaanisaar
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",10
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:The_9th_Life_of_Louis_Drax
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",16
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Norm_of_the_North
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",55
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Into_the_Forest
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",15
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:List_of_Marathi_films_of_2015
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",8
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:The_Fourth_Direction
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",20
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:American_Ultra
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",69
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Crissy_Rock
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",35
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Edilberto_Restino
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",3
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { <http://dbpedia.org/resource/Aferim!>
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",16
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Shoot_Me_in_the_Heart
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",8
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Night_of_the_Living_Deb
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",2
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Toro_Loco_Sangriento
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",10
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:The_Nice_Guys
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",52
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Mumbai_Can_Dance_Saala
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",11
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Frank_Buckley_Walker
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",12
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Absolutely_Anything
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",41
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Serndhu_Polama
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",21
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { <http://dbpedia.org/resource/Lila_&_Eve>
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",22
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:David_Hayman
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",24
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Zootopia
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",56
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Shomshuklla
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",17
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { <http://dbpedia.org/resource/Hail,_Caesar!>
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",53
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Every_Thing_Will_Be_Fine
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",18
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Orange_Mittai
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",10
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Furious_7
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",109
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Khamoshiyan
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",26
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Kuttram_Kadithal
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",18
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Aambala  dct:subject  ?o .
    ?o        skos:broader  ?o1
  }
",22
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { <http://dbpedia.org/resource/Shannon_&_Company>
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",4
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Thottal_Thodarum
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",14
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Gabrielle_Stone
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",18
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Dharam_Sankat_Mein
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",10
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Anthony_Ray_Parker
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",25
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Maesycwmmer
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",2
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Austin_Stark
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",9
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Stonewall_Inn
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",24
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Hunterrr
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",17
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { <http://dbpedia.org/resource/Detective_Byomkesh_Bakshy!>
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",32
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { <http://dbpedia.org/resource/Huntingdon,_Pennsylvania>
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",10
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Shaun_Wilson
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",10
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Barely_Lethal
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",17
