"Star","rs"
"PREFIX  grs:  <http://www.georss.org/georss/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  *
WHERE
  { dbpr:Gabon  rdf:type    dbpo:Place ;
              dbpo:capital  ?capital .
    ?capital  rdf:type      dbpo:PopulatedPlace ;
              grs:point     ?coord
  }
",2
"PREFIX  grs:  <http://www.georss.org/georss/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  *
WHERE
  { dbpr:Pakistan
              rdf:type      dbpo:Place ;
              dbpo:capital  ?capital .
    ?capital  rdf:type      dbpo:PopulatedPlace ;
              grs:point     ?coord
  }
",2
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?hotel ?numberOfRooms ?numberOfRestaurants ?chain
WHERE
  { ?hotel  rdf:type              dbpo:Building ;
            dbprop:chain          ?chain ;
            dbprop:chain          :Fairmont_Hotels_and_Resorts ;
            dbprop:numberOfRooms  ?numberOfRooms ;
            dbprop:numberOfRestaurants  ?numberOfRestaurants
  }
",4
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  ?instanceofGame ?comment
WHERE
  { ?instanceOfGame
              rdf:type       dbpo:Game ;
              foaf:name      ?gameName ;
              dbpo:abstract  ?description
  }
",2444
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?film ?abstract ?music ?comment
WHERE
  { ?film  dbprop:name    ""Titanic""@en ;
           dbpo:abstract  ?abstract ;
           dbprop:music   ?music ;
           rdfs:comment   ?comment
  }
",390
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?film ?abstract ?editor ?producer ?comment
WHERE
  { ?film  dbprop:name    ""Daddy Day Care""@en ;
           dbpo:abstract  ?abstract ;
           dbpo:producer  ?producer ;
           dbpo:editing   ?editor ;
           rdfs:comment   ?comment
  }
",100
"PREFIX  foaf: <http://xmlns.com/foaf/0.1/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?pagina ?tipo ?idioma ?propietario ?creador
WHERE
  { ?x  dbprop:type      ?tipo ;
        dbprop:language  ?idioma ;
        foaf:homepage    ?pagina ;
        dbprop:owner     ?propietario ;
        dbprop:author    ?creador
  }
",169
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Vegetation
              dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",158652
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Wallaby  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",5564
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  dbpr: <http://dbpedia.org/resource/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  *
WHERE
  { ?p  dbprop:birthPlace  dbpr:Madrid ;
        dbprop:team        ?t .
    ?t  dbpo:league        ?l
  }
",50
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?a ?r
WHERE
  { ?a  rdf:type              dbpo:Group ;
        dbpo:hometown         dbpr:South_Korea ;
        dbpo:activeYearsEndYear  ?r
  }
",83
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?a
WHERE
  { ?a  rdf:type              dbpo:Group ;
        dbpo:hometown         dbpr:South_Korea ;
        dbpo:activeYearsEndYear  ?r
  }
",83
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?author ?WrittenWork ?genre ?birthPlace
WHERE
  { ?WrittenWork  rdf:type   dbpo:WrittenWork ;
              dbprop:author  ?author ;
              dbprop:genre   ?genre ;
              dbprop:author  :Stel_Pavlou ;
              dbprop:author  ?birthPlace
  }
",5
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Chronicle
              dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",4649
"PREFIX  grs:  <http://www.georss.org/georss/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  *
WHERE
  { dbpr:Guinea  rdf:type   dbpo:Place ;
              dbpo:capital  ?capital .
    ?capital  rdf:type      dbpo:PopulatedPlace ;
              grs:point     ?coord
  }
",2
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?hotel ?address ?location ?numberOfRooms ?chain
WHERE
  { ?hotel    rdf:type              dbpo:Building .
    ?location  rdf:type             dbpo:Place .
    ?hotel    dbprop:chain          ?chain ;
              dbprop:chain          :Fairmont_Hotels_and_Resorts ;
              dbprop:numberOfRooms  ?numberOfRooms ;
              dbprop:location       ?location ;
              dbprop:address        ?address
  }
",21
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?hotel ?address ?location ?numberOfRooms ?numberOfSuites ?chain
WHERE
  { ?hotel  rdf:type              dbpo:Building ;
            dbprop:chain          ?chain ;
            dbprop:chain          :Fairmont_Hotels_and_Resorts ;
            dbprop:numberOfRooms  ?numberOfRooms ;
            dbprop:numberOfSuites  ?numberOfSuites ;
            dbprop:location       ?location ;
            dbprop:address        ?address
  }
",16
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  *
WHERE
  { ?company  rdf:type        dbpo:Organisation .
    ?product  dbpo:developer  ?company ;
              rdf:type        dbpo:Software
  }
",19296
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  dbpr: <http://dbpedia.org/resource/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?person ?name ?birth
WHERE
  { ?person  dbpo:birthPlace  dbpr:Lille ;
             dbprop:name      ?name ;
             dbpo:birthDate   ?birth
  }
",200
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  dbpr: <http://dbpedia.org/resource/>
PREFIX  dce:  <http://purl.org/dc/elements/1.1/>

SELECT  ?birth ?other ?description
WHERE
  { dbpr:Ludwig_Wittgenstein
              dbpo:birthDate   ?birth .
    ?other    dbpo:birthDate   ?birth ;
              dce:description  ?description
  }
",20
"PREFIX  grs:  <http://www.georss.org/georss/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  *
WHERE
  { dbpr:Guam  rdf:type     dbpo:Place ;
              dbpo:capital  ?capital .
    ?capital  rdf:type      dbpo:PopulatedPlace ;
              grs:point     ?coord
  }
",2
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?book ?series
WHERE
  { ?book  rdf:type       dbpo:Book ;
           dbprop:author  :Wilbur_Smith ;
           dbprop:series  ?series
  }
",16
"PREFIX  grs:  <http://www.georss.org/georss/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  *
WHERE
  { dbpr:Swaziland
              rdf:type      dbpo:Place ;
              dbpo:capital  ?capital .
    ?capital  rdf:type      dbpo:PopulatedPlace ;
              grs:point     ?coord
  }
",2
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?hotel ?address ?location ?numberOfRooms ?chain
WHERE
  { ?location  rdf:type             dbpo:Place .
    ?hotel    dbprop:chain          ?chain ;
              dbprop:chain          :Fairmont_Hotels_and_Resorts ;
              dbprop:numberOfRooms  ?numberOfRooms ;
              dbprop:location       ?location ;
              dbprop:address        ?address
  }
",21
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?author ?WrittenWork ?genre ?birthDate
WHERE
  { ?WrittenWork  rdf:type   dbpo:WrittenWork ;
              dbprop:author  ?author ;
              dbprop:genre   ?genre ;
              dbprop:author  :Stel_Pavlou ;
              dbprop:author  ?birthDate
  }
",5
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?hotel ?address ?location ?numberOfRooms ?numberOfSuites ?chain
WHERE
  { ?hotel  rdf:type              dbpo:Building ;
            dbprop:chain          ?chain ;
            dbprop:chain          :Fairmont_Hotels_and_Resorts ;
            dbprop:numberOfRooms  ?numberOfRooms ;
            dbprop:numberOfSuites  ?numberOfSuites ;
            dbprop:location       ?location ;
            rdfs:comment          ?address
  }
",16
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT  ?squadra ?stadio
WHERE
  { ?squadra  rdf:type     dbpo:SoccerClub ;
              dbpo:league  :La_Liga ;
              dbpo:ground  ?stadio
  }
",41
"PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  *
WHERE
  { dbpr:Brazil  ?p1  ?r2 .
    ?r2       ?p2  ?r3 .
    ?r3       ?p3  ?r4 .
    dbpr:Brazil  ?p1  ?r6 .
    ?r6       ?p2  ?r7 .
    ?r7       ?p3  ?r8
  }
",3537708
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?hotel ?address ?location ?numberOfRooms ?chain
WHERE
  { ?hotel  rdf:type              dbpo:Building ;
            dbprop:chain          ?chain ;
            dbprop:chain          :Fairmont_Hotels_and_Resorts ;
            dbprop:numberOfRooms  ?numberOfRooms
  }
",13
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?hotel ?address ?location ?numberOfRooms ?chain
WHERE
  { ?hotel  rdf:type              dbpo:Building ;
            dbprop:chain          ?chain ;
            dbprop:chain          :Fairmont_Hotels_and_Resorts ;
            dbprop:numberOfRooms  ?numberOfRooms ;
            dbprop:location       ?location ;
            dbprop:address        ?address
  }
",21
"PREFIX  dbpr: <http://dbpedia.org/resource/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?x ?y ?z
WHERE
  { { ?x  dbprop:starring  dbpr:Bruce_Willis ;
          dbprop:starring  ?y ;
          dbprop:name      ?z
    }
  }
",487
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  dbpr: <http://dbpedia.org/resource/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?person ?name
WHERE
  { ?person  dbpo:birthPlace  dbpr:Lille ;
             dbprop:name      ?name ;
             dbpo:birthDate   ?birth
  }
",200
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  d:    <http://dbpedia.org/ontology/>

SELECT  ?album ?artist ?producer
WHERE
  { ?album  d:producer       :Timbaland ;
            d:musicalArtist  ?artist ;
            d:producer       ?producer
  }
",245
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  *
WHERE
  { ?influenced  rdf:type      dbpo:Person .
    ?p        dbpo:influenced  ?influenced ;
              rdf:type         dbpo:Person
  }
",8072
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  ?movie ?topic ?runtime
WHERE
  { ?movie  rdf:type              dbpo:Film ;
            foaf:isPrimaryTopicOf  ?topic ;
            dbpo:runtime          ?runtime
  }
",78142
"PREFIX  dbpr: <http://dbpedia.org/resource/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?player ?position ?manager ?years
WHERE
  { ?player   dbprop:clubs         dbpr:FC_Barcelona ;
              dbprop:position      ?position .
    ?manager  dbprop:managerclubs  dbpr:FC_Barcelona ;
              dbprop:manageryears  ?years
  }
",194417
"PREFIX  dbpr: <http://dbpedia.org/resource/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?x ?y
WHERE
  { { ?x  dbprop:starring  dbpr:Bruce_Willis ;
          dbprop:starring  ?y ;
          dbprop:name      ?z
    }
  }
",487
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  d:    <http://dbpedia.org/ontology/>

SELECT  ?artistName ?albumName
WHERE
  { ?album  d:producer       :Timbaland ;
            d:musicalArtist  ?artist ;
            rdfs:label       ?albumName ;
            rdfs:label       ?artistName
  }
",2426
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  url:  <http://schema.org/>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  *
WHERE
  { ?e  rdf:type              url:EducationalOrganization ;
        rdfs:comment          ?snippet ;
        foaf:isPrimaryTopicOf  ?url
  }
",78481
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  url:  <http://schema.org/>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  *
WHERE
  { ?e  rdf:type              url:EducationalOrganization ;
        rdfs:label            ?name ;
        rdfs:comment          ?snippet ;
        foaf:isPrimaryTopicOf  ?url ;
        dbpo:wikiPageID       ?pageId
  }
",229097
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?roleLabel ?jobLabel
WHERE
  { dbpr:The_Big_Bang_Theory
              dbpo:starring    ?actor .
    ?role     dbpo:portrayer   ?actor ;
              dbpo:occupation  ?job .
    ?job      rdfs:label       ?jobLabel .
    ?role     rdfs:label       ?roleLabel
  }
",639
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?name ?alcalde
WHERE
  { ?X  dbprop:officialName  ?name ;
        rdf:type             dbpo:Place ;
        dbprop:leaderName    ?alcalde
  }
",11535
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  *
WHERE
  { ?actordb  dbprop:name        ""Mae Busch""@en ;
              dbpo:birthDate     ?birthDate ;
              dbprop:birthPlace  ?birthPlace
  }
",2
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  *
WHERE
  { ?a  rdf:type         dbpo:Actor ;
        dbpo:birthDate   ?date ;
        dbpo:birthPlace  ?place ;
        dbprop:name      ?name
  }
",11316
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  *
WHERE
  { ?x  dbpo:series      dbpr:The_Big_Bang_Theory ;
        rdf:type         dbpo:FictionalCharacter ;
        dbpo:occupation  ?occ
  }
",6
"PREFIX  dbpr: <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?role ?job
WHERE
  { dbpr:The_Big_Bang_Theory
              dbpo:starring    ?actor .
    ?role     dbpo:portrayer   ?actor ;
              dbpo:occupation  ?job
  }
",6
"PREFIX  foaf: <http://xmlns.com/foaf/0.1/>
PREFIX  onto: <http://dbpedia.org/ontology/>

SELECT  ?pagina ?tipo ?idioma ?propietario ?creador
WHERE
  { ?x  foaf:homepage  ?pagina ;
        onto:type      ?tipo ;
        onto:language  ?idioma ;
        onto:owner     ?propietario ;
        onto:author    ?creador
  }
",231
"PREFIX  xsd:  <http://www.w3.org/2001/XMLSchema#>
PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  bif:  <bif:>

SELECT  ?uri
WHERE
  { ?uri    rdfs:label    ?label .
    ?label  bif:contains  ""'2008-09_Football_League_Championship'"" .
    ?uri    ?property     ?value
  }
",73
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?soggetto ?modelli ?motori
WHERE
  { :Alfa_Romeo_MiTo
              dbpo:manufacturer  ?soggetto .
    ?modelli  dbpo:manufacturer  ?soggetto ;
              dbpo:engine        ?motori
  }
",413
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?soggetto ?modelli ?motori
WHERE
  { :Alfa_Romeo_MiTo
              dbpo:manufacturer  ?soggetto .
    ?modelli  dbpo:manufacturer  ?soggetto ;
              dbpo:engine        ?engine
  }
",413
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  *
WHERE
  { { <http://dbpedia.org/resource/Only_You_(Yazoo_song)>
                foaf:name   ?name ;
                dbpo:album  ?album ;
                foaf:name   ?other
    }
  }
",16
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?name
WHERE
  { ?agent  rdf:type        dbpo:Agent ;
            dbpo:birthName  ?name .
    ?agent ^dbpo:producer ?movie .
    ?movie  dbprop:starring  dbpr:Natalie_Portman
  }
",8
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  category: <http://dbpedia.org/resource/Category:>

SELECT  ?s ?p ?object
WHERE
  { ?s  rdfs:label   ?object ;
        dct:subject  category:Perfume_ingredients ;
        ?p           ?o
  }
",45342
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  *
WHERE
  { ?p  rdf:type        dbpo:Person ;
        dbpo:birthDate  ?date ;
        rdf:type        ?type ;
        foaf:name       ?name ;
        rdfs:label      ?label
  }
",146945662
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?property1 ?property2
WHERE
  { ?x  rdf:type    dbpo:Activity ;
        ?property1  ?value ;
        ?property2  ?value
  }
",184915
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?name ?protein
WHERE
  { ?proinsulin  rdf:type         dbpo:Biomolecule ;
              dbprop:name         ?name ;
              dbpo:refseqprotein  ?protein
  }
",42
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  umbelrc: <http://umbel.org/umbel/rc/>

SELECT  ?s ?p ?o
WHERE
  { ?s  rdfs:label  ""Richard Nixon""@en ;
        rdf:type    umbelrc:Politician ;
        ?p          ?o
  }
",369
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?s ?cumple ?place ?ocupacion
WHERE
  { ?s  rdfs:label         ""Alicia Keys""@en ;
        rdf:type           foaf:Person ;
        dbprop:birthDate   ?cumple ;
        dbprop:birthName   ?nombre ;
        dbprop:birthPlace  ?place ;
        dbprop:occupation  ?ocupacion
  }
",7
"PREFIX  foaf: <http://xmlns.com/foaf/0.1/>
PREFIX  onto: <http://dbpedia.org/ontology/>

SELECT  ?pagina ?tipo ?idioma ?propietario ?creador
WHERE
  { ?Gmail  foaf:homepage  ?pagina ;
            onto:type      ?tipo ;
            onto:language  ?idioma ;
            onto:owner     ?propietario ;
            onto:author    ?creador
  }
",231
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  *
WHERE
  { ?player  rdf:type              dbpo:SoccerPlayer ;
             dbpo:birthDate        ?birthDate ;
             <http://dbpedia.org/ontology/Person/height>  ?height ;
             dbpo:position         ?position
  }
",86564
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?s ?nombre ?cumple ?place ?ocupacion
WHERE
  { ?s  rdfs:label         ""Alicia Keys""@en ;
        rdf:type           foaf:Person ;
        dbprop:birthDate   ?cumple ;
        dbprop:birthName   ?nombre ;
        dbprop:birthPlace  ?place ;
        dbprop:occupation  ?ocupacion
  }
",7
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?X ?name
WHERE
  { ?X  dbprop:officialName  ?name ;
        rdf:type             dbpo:Place ;
        dbprop:leaderName    ?alcalde
  }
",11535
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  pos:  <http://www.w3.org/2003/01/geo/wgs84_pos#>

SELECT  *
WHERE
  { ?s  rdf:type  dbpo:PopulatedPlace ;
        pos:lat   ?lat ;
        pos:long  ?long
  }
",519913
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?river
WHERE
  { ?river   rdf:type      dbpo:River .
    ?bridge  rdf:type      dbpo:Bridge ;
             dbpo:crosses  ?river
  }
",2489
"PREFIX  pos:  <http://www.w3.org/2003/01/geo/wgs84_pos#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  *
WHERE
  { ?airport  dbprop:name  ?name ;
              dbprop:iata  ?iata_code ;
              dbprop:icao  ?icao_code ;
              pos:lat      ?latitude ;
              pos:long     ?longitude
  }
",8178
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?person ?occ
WHERE
  { ?person  dbpo:series      dbpr:The_Big_Bang_Theory ;
             rdf:type         dbpo:FictionalCharacter ;
             dbpo:occupation  ?occ
  }
",6
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?X ?name ?poblacion
WHERE
  { ?X  dbprop:officialName   ?name ;
        rdf:type              dbpo:Place ;
        dbpo:populationTotal  ?poblacion
  }
",158195
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?soggetto ?modelli ?engine ?motori
WHERE
  { :Alfa_Romeo_MiTo
              dbpo:manufacturer  ?soggetto .
    ?modelli  dbpo:manufacturer  ?soggetto ;
              dbpo:engine        ?engine
  }
",413
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  *
WHERE
  { ?DBpediaInstitution
              rdf:type              dbpo:University ;
              dbpo:wikiPageID       ?PageID_2 ;
              dbpo:numberOfStudents  ?City ;
              dbpo:viceChancellor   ?VC
  }
",178
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?person ?name
WHERE
  { ?person  dbpo:birthPlace  :Lille ;
             dbprop:name      ?name ;
             dbpo:birthDate   ?birth
  }
",200
